provincia_iso,sexo,grupo_edad,fecha,num_hosp,num_uci,num_def
SA,NC,NC,2022-11-28,0,0,0
SE,H,0-9,2022-11-28,0,0,0
SE,H,10-19,2022-11-28,1,0,0
SE,H,20-29,2022-11-28,0,0,0
SE,H,30-39,2022-11-28,0,0,0
SE,H,40-49,2022-11-28,0,0,0
SE,H,50-59,2022-11-28,2,0,0
SE,H,60-69,2022-11-28,1,0,0
SE,H,70-79,2022-11-28,0,0,0
SE,H,80+,2022-11-28,3,0,0
SE,H,NC,2022-11-28,0,0,0
SE,M,0-9,2022-11-28,0,0,0
SE,M,10-19,2022-11-28,0,0,0
SE,M,20-29,2022-11-28,0,0,0
SE,M,30-39,2022-11-28,0,0,0
SE,M,40-49,2022-11-28,1,0,0
SE,M,50-59,2022-11-28,0,0,0
SE,M,60-69,2022-11-28,1,0,0
SE,M,70-79,2022-11-28,1,0,0
SE,M,80+,2022-11-28,1,0,0
SE,M,NC,2022-11-28,0,0,0
SE,NC,0-9,2022-11-28,0,0,0
SE,NC,10-19,2022-11-28,0,0,0
SE,NC,20-29,2022-11-28,0,0,0
SE,NC,30-39,2022-11-28,0,0,0
SE,NC,40-49,2022-11-28,0,0,0
SE,NC,50-59,2022-11-28,0,0,0
SE,NC,60-69,2022-11-28,0,0,0
SE,NC,70-79,2022-11-28,0,0,0
SE,NC,80+,2022-11-28,0,0,0
SE,NC,NC,2022-11-28,0,0,0
SG,H,0-9,2022-11-28,0,0,0
SG,H,10-19,2022-11-28,0,0,0
SG,H,20-29,2022-11-28,0,0,0
SG,H,30-39,2022-11-28,0,0,0
SG,H,40-49,2022-11-28,0,0,0
SG,H,50-59,2022-11-28,1,0,0
SG,H,60-69,2022-11-28,0,0,0
SG,H,70-79,2022-11-28,0,0,0
SG,H,80+,2022-11-28,1,0,0
SG,H,NC,2022-11-28,0,0,0
SG,M,0-9,2022-11-28,0,0,0
SG,M,10-19,2022-11-28,0,0,0
SG,M,20-29,2022-11-28,0,0,0
SG,M,30-39,2022-11-28,0,0,0
SG,M,40-49,2022-11-28,0,0,0
SG,M,50-59,2022-11-28,0,0,0
SG,M,60-69,2022-11-28,0,0,0
SG,M,70-79,2022-11-28,0,0,0
SG,M,80+,2022-11-28,0,0,0
SG,M,NC,2022-11-28,0,0,0
SG,NC,0-9,2022-11-28,0,0,0
SG,NC,10-19,2022-11-28,0,0,0
SG,NC,20-29,2022-11-28,0,0,0
SG,NC,30-39,2022-11-28,0,0,0
SG,NC,40-49,2022-11-28,0,0,0
SG,NC,50-59,2022-11-28,0,0,0
SG,NC,60-69,2022-11-28,0,0,0
SG,NC,70-79,2022-11-28,0,0,0
SG,NC,80+,2022-11-28,0,0,0
SG,NC,NC,2022-11-28,0,0,0
SO,H,0-9,2022-11-28,0,0,0
SO,H,10-19,2022-11-28,0,0,0
SO,H,20-29,2022-11-28,0,0,0
SO,H,30-39,2022-11-28,0,0,0
SO,H,40-49,2022-11-28,0,0,0
SO,H,50-59,2022-11-28,0,0,0
SO,H,60-69,2022-11-28,0,0,0
SO,H,70-79,2022-11-28,0,0,0
SO,H,80+,2022-11-28,0,0,0
SO,H,NC,2022-11-28,0,0,0
SO,M,0-9,2022-11-28,0,0,0
SO,M,10-19,2022-11-28,0,0,0
SO,M,20-29,2022-11-28,0,0,0
SO,M,30-39,2022-11-28,0,0,0
SO,M,40-49,2022-11-28,0,0,0
SO,M,50-59,2022-11-28,0,0,0
SO,M,60-69,2022-11-28,0,0,0
SO,M,70-79,2022-11-28,1,0,0
SO,M,80+,2022-11-28,0,0,0
SO,M,NC,2022-11-28,0,0,0
SO,NC,0-9,2022-11-28,0,0,0
SO,NC,10-19,2022-11-28,0,0,0
SO,NC,20-29,2022-11-28,0,0,0
SO,NC,30-39,2022-11-28,0,0,0
SO,NC,40-49,2022-11-28,0,0,0
SO,NC,50-59,2022-11-28,0,0,0
SO,NC,60-69,2022-11-28,0,0,0
SO,NC,70-79,2022-11-28,0,0,0
SO,NC,80+,2022-11-28,0,0,0
SO,NC,NC,2022-11-28,0,0,0
SS,H,0-9,2022-11-28,0,0,0
SS,H,10-19,2022-11-28,0,0,0
SS,H,20-29,2022-11-28,0,0,0
SS,H,30-39,2022-11-28,0,0,0
SS,H,40-49,2022-11-28,0,0,0
SS,H,50-59,2022-11-28,0,0,0
SS,H,60-69,2022-11-28,0,0,0
SS,H,70-79,2022-11-28,0,0,0
SS,H,80+,2022-11-28,0,0,1
SS,H,NC,2022-11-28,0,0,0
SS,M,0-9,2022-11-28,0,0,0
SS,M,10-19,2022-11-28,0,0,0
SS,M,20-29,2022-11-28,0,0,0
SS,M,30-39,2022-11-28,0,0,0
SS,M,40-49,2022-11-28,0,0,0
SS,M,50-59,2022-11-28,0,0,0
SS,M,60-69,2022-11-28,0,0,0
SS,M,70-79,2022-11-28,0,0,0
SS,M,80+,2022-11-28,0,0,1
SS,M,NC,2022-11-28,0,0,0
SS,NC,0-9,2022-11-28,0,0,0
SS,NC,10-19,2022-11-28,0,0,0
SS,NC,20-29,2022-11-28,0,0,0
SS,NC,30-39,2022-11-28,0,0,0
SS,NC,40-49,2022-11-28,0,0,0
SS,NC,50-59,2022-11-28,0,0,0
SS,NC,60-69,2022-11-28,0,0,0
SS,NC,70-79,2022-11-28,0,0,0
SS,NC,80+,2022-11-28,0,0,0
SS,NC,NC,2022-11-28,0,0,0
T,H,0-9,2022-11-28,0,0,0
T,H,10-19,2022-11-28,0,0,0
T,H,20-29,2022-11-28,0,0,0
T,H,30-39,2022-11-28,0,0,0
T,H,40-49,2022-11-28,0,0,0
T,H,50-59,2022-11-28,0,0,0
T,H,60-69,2022-11-28,1,0,0
T,H,70-79,2022-11-28,1,0,0
T,H,80+,2022-11-28,0,0,0
T,H,NC,2022-11-28,0,0,0
T,M,0-9,2022-11-28,0,0,0
T,M,10-19,2022-11-28,0,0,0
T,M,20-29,2022-11-28,0,0,0
T,M,30-39,2022-11-28,0,0,0
T,M,40-49,2022-11-28,0,0,0
T,M,50-59,2022-11-28,0,0,0
T,M,60-69,2022-11-28,1,0,0
T,M,70-79,2022-11-28,0,0,0
T,M,80+,2022-11-28,0,0,0
T,M,NC,2022-11-28,0,0,0
T,NC,0-9,2022-11-28,0,0,0
T,NC,10-19,2022-11-28,0,0,0
T,NC,20-29,2022-11-28,0,0,0
T,NC,30-39,2022-11-28,0,0,0
T,NC,40-49,2022-11-28,0,0,0
T,NC,50-59,2022-11-28,0,0,0
T,NC,60-69,2022-11-28,0,0,0
T,NC,70-79,2022-11-28,0,0,0
T,NC,80+,2022-11-28,0,0,0
T,NC,NC,2022-11-28,0,0,0
TE,H,0-9,2022-11-28,0,0,0
TE,H,10-19,2022-11-28,0,0,0
TE,H,20-29,2022-11-28,0,0,0
TE,H,30-39,2022-11-28,0,0,0
TE,H,40-49,2022-11-28,0,0,0
TE,H,50-59,2022-11-28,0,0,0
TE,H,60-69,2022-11-28,0,0,0
TE,H,70-79,2022-11-28,0,0,0
TE,H,80+,2022-11-28,0,0,0
TE,H,NC,2022-11-28,0,0,0
TE,M,0-9,2022-11-28,0,0,0
TE,M,10-19,2022-11-28,0,0,0
TE,M,20-29,2022-11-28,0,0,0
TE,M,30-39,2022-11-28,0,0,0
TE,M,40-49,2022-11-28,0,0,0
TE,M,50-59,2022-11-28,0,0,0
TE,M,60-69,2022-11-28,0,0,0
TE,M,70-79,2022-11-28,0,0,0
TE,M,80+,2022-11-28,0,0,0
TE,M,NC,2022-11-28,0,0,0
TE,NC,0-9,2022-11-28,0,0,0
TE,NC,10-19,2022-11-28,0,0,0
TE,NC,20-29,2022-11-28,0,0,0
TE,NC,30-39,2022-11-28,0,0,0
TE,NC,40-49,2022-11-28,0,0,0
TE,NC,50-59,2022-11-28,0,0,0
TE,NC,60-69,2022-11-28,0,0,0
TE,NC,70-79,2022-11-28,0,0,0
TE,NC,80+,2022-11-28,0,0,0
TE,NC,NC,2022-11-28,0,0,0
TF,H,0-9,2022-11-28,0,0,0
TF,H,10-19,2022-11-28,0,0,0
TF,H,20-29,2022-11-28,0,0,0
TF,H,30-39,2022-11-28,0,0,0
TF,H,40-49,2022-11-28,0,0,0
TF,H,50-59,2022-11-28,0,0,0
TF,H,60-69,2022-11-28,0,0,0
TF,H,70-79,2022-11-28,0,0,0
TF,H,80+,2022-11-28,2,0,0
TF,H,NC,2022-11-28,0,0,0
TF,M,0-9,2022-11-28,0,0,0
TF,M,10-19,2022-11-28,0,0,0
TF,M,20-29,2022-11-28,0,0,0
TF,M,30-39,2022-11-28,0,0,0
TF,M,40-49,2022-11-28,1,0,0
TF,M,50-59,2022-11-28,0,0,0
TF,M,60-69,2022-11-28,0,0,0
TF,M,70-79,2022-11-28,0,0,0
TF,M,80+,2022-11-28,0,0,1
TF,M,NC,2022-11-28,0,0,0
TF,NC,0-9,2022-11-28,0,0,0
TF,NC,10-19,2022-11-28,0,0,0
TF,NC,20-29,2022-11-28,0,0,0
TF,NC,30-39,2022-11-28,0,0,0
TF,NC,40-49,2022-11-28,0,0,0
TF,NC,50-59,2022-11-28,0,0,0
TF,NC,60-69,2022-11-28,0,0,0
TF,NC,70-79,2022-11-28,0,0,0
TF,NC,80+,2022-11-28,0,0,0
TF,NC,NC,2022-11-28,0,0,0
TO,H,0-9,2022-11-28,0,0,0
TO,H,10-19,2022-11-28,0,0,0
TO,H,20-29,2022-11-28,0,0,0
TO,H,30-39,2022-11-28,0,0,0
TO,H,40-49,2022-11-28,0,0,0
TO,H,50-59,2022-11-28,0,0,0
TO,H,60-69,2022-11-28,0,0,0
TO,H,70-79,2022-11-28,1,0,0
TO,H,80+,2022-11-28,0,0,0
TO,H,NC,2022-11-28,0,0,0
TO,M,0-9,2022-11-28,0,0,0
TO,M,10-19,2022-11-28,0,0,0
TO,M,20-29,2022-11-28,0,0,0
TO,M,30-39,2022-11-28,1,0,0
TO,M,40-49,2022-11-28,0,0,0
TO,M,50-59,2022-11-28,0,0,0
TO,M,60-69,2022-11-28,0,0,0
TO,M,70-79,2022-11-28,1,0,0
TO,M,80+,2022-11-28,2,0,0
TO,M,NC,2022-11-28,0,0,0
TO,NC,0-9,2022-11-28,0,0,0
TO,NC,10-19,2022-11-28,0,0,0
TO,NC,20-29,2022-11-28,0,0,0
TO,NC,30-39,2022-11-28,0,0,0
TO,NC,40-49,2022-11-28,0,0,0
TO,NC,50-59,2022-11-28,0,0,0
TO,NC,60-69,2022-11-28,0,0,0
TO,NC,70-79,2022-11-28,0,0,0
TO,NC,80+,2022-11-28,0,0,0
TO,NC,NC,2022-11-28,0,0,0
V,H,0-9,2022-11-28,0,0,0
V,H,10-19,2022-11-28,0,0,0
V,H,20-29,2022-11-28,0,0,0
V,H,30-39,2022-11-28,0,0,0
V,H,40-49,2022-11-28,0,0,0
V,H,50-59,2022-11-28,1,0,0
V,H,60-69,2022-11-28,5,0,0
V,H,70-79,2022-11-28,6,0,0
V,H,80+,2022-11-28,4,1,0
V,H,NC,2022-11-28,0,0,0
V,M,0-9,2022-11-28,1,0,0
V,M,10-19,2022-11-28,0,0,0
V,M,20-29,2022-11-28,1,0,0
V,M,30-39,2022-11-28,2,0,0
V,M,40-49,2022-11-28,1,0,0
V,M,50-59,2022-11-28,3,0,0
V,M,60-69,2022-11-28,1,0,0
V,M,70-79,2022-11-28,2,0,0
V,M,80+,2022-11-28,4,0,0
V,M,NC,2022-11-28,0,0,0
V,NC,0-9,2022-11-28,0,0,0
V,NC,10-19,2022-11-28,0,0,0
V,NC,20-29,2022-11-28,0,0,0
V,NC,30-39,2022-11-28,0,0,0
V,NC,40-49,2022-11-28,0,0,0
V,NC,50-59,2022-11-28,0,0,0
V,NC,60-69,2022-11-28,0,0,0
V,NC,70-79,2022-11-28,0,0,0
V,NC,80+,2022-11-28,0,0,0
V,NC,NC,2022-11-28,0,0,0
VA,H,0-9,2022-11-28,1,0,0
VA,H,10-19,2022-11-28,0,0,0
VA,H,20-29,2022-11-28,0,0,0
VA,H,30-39,2022-11-28,0,0,0
VA,H,40-49,2022-11-28,0,0,0
VA,H,50-59,2022-11-28,0,0,0
VA,H,60-69,2022-11-28,1,0,0
VA,H,70-79,2022-11-28,0,0,0
VA,H,80+,2022-11-28,0,1,0
VA,H,NC,2022-11-28,0,0,0
VA,M,0-9,2022-11-28,0,0,0
VA,M,10-19,2022-11-28,1,0,0
VA,M,20-29,2022-11-28,0,0,0
VA,M,30-39,2022-11-28,0,0,0
VA,M,40-49,2022-11-28,1,0,0
VA,M,50-59,2022-11-28,0,0,0
VA,M,60-69,2022-11-28,0,0,0
VA,M,70-79,2022-11-28,1,0,0
VA,M,80+,2022-11-28,1,0,0
VA,M,NC,2022-11-28,0,0,0
VA,NC,0-9,2022-11-28,0,0,0
VA,NC,10-19,2022-11-28,0,0,0
VA,NC,20-29,2022-11-28,0,0,0
VA,NC,30-39,2022-11-28,0,0,0
VA,NC,40-49,2022-11-28,0,0,0
VA,NC,50-59,2022-11-28,0,0,0
VA,NC,60-69,2022-11-28,0,0,0
VA,NC,70-79,2022-11-28,0,0,0
VA,NC,80+,2022-11-28,0,0,0
VA,NC,NC,2022-11-28,0,0,0
VI,H,0-9,2022-11-28,0,0,0
VI,H,10-19,2022-11-28,0,0,0
VI,H,20-29,2022-11-28,0,0,0
VI,H,30-39,2022-11-28,0,0,0
VI,H,40-49,2022-11-28,0,0,0
VI,H,50-59,2022-11-28,0,0,0
VI,H,60-69,2022-11-28,0,0,0
VI,H,70-79,2022-11-28,0,0,0
VI,H,80+,2022-11-28,1,0,0
VI,H,NC,2022-11-28,0,0,0
VI,M,0-9,2022-11-28,0,0,0
VI,M,10-19,2022-11-28,0,0,0
VI,M,20-29,2022-11-28,0,0,0
VI,M,30-39,2022-11-28,0,0,0
VI,M,40-49,2022-11-28,0,0,0
VI,M,50-59,2022-11-28,0,0,0
VI,M,60-69,2022-11-28,0,0,0
VI,M,70-79,2022-11-28,0,0,0
VI,M,80+,2022-11-28,0,0,0
VI,M,NC,2022-11-28,0,0,0
VI,NC,0-9,2022-11-28,0,0,0
VI,NC,10-19,2022-11-28,0,0,0
VI,NC,20-29,2022-11-28,0,0,0
VI,NC,30-39,2022-11-28,0,0,0
VI,NC,40-49,2022-11-28,0,0,0
VI,NC,50-59,2022-11-28,0,0,0
VI,NC,60-69,2022-11-28,0,0,0
VI,NC,70-79,2022-11-28,0,0,0
VI,NC,80+,2022-11-28,0,0,0
VI,NC,NC,2022-11-28,0,0,0
Z,H,0-9,2022-11-28,0,0,0
Z,H,10-19,2022-11-28,0,0,0
Z,H,20-29,2022-11-28,0,0,0
Z,H,30-39,2022-11-28,0,0,0
Z,H,40-49,2022-11-28,0,0,0
Z,H,50-59,2022-11-28,0,0,0
Z,H,60-69,2022-11-28,2,0,0
Z,H,70-79,2022-11-28,1,0,0
Z,H,80+,2022-11-28,3,0,0
Z,H,NC,2022-11-28,0,0,0
Z,M,0-9,2022-11-28,0,0,0
Z,M,10-19,2022-11-28,0,0,0
Z,M,20-29,2022-11-28,0,0,0
Z,M,30-39,2022-11-28,0,0,0
Z,M,40-49,2022-11-28,1,0,0
Z,M,50-59,2022-11-28,0,0,0
Z,M,60-69,2022-11-28,4,0,0
Z,M,70-79,2022-11-28,1,0,1
Z,M,80+,2022-11-28,3,0,1
Z,M,NC,2022-11-28,0,0,0
Z,NC,0-9,2022-11-28,0,0,0
Z,NC,10-19,2022-11-28,0,0,0
Z,NC,20-29,2022-11-28,0,0,0
Z,NC,30-39,2022-11-28,0,0,0
Z,NC,40-49,2022-11-28,0,0,0
Z,NC,50-59,2022-11-28,0,0,0
Z,NC,60-69,2022-11-28,0,0,0
Z,NC,70-79,2022-11-28,0,0,0
Z,NC,80+,2022-11-28,0,0,0
Z,NC,NC,2022-11-28,0,0,0
ZA,H,0-9,2022-11-28,0,0,0
ZA,H,10-19,2022-11-28,0,0,0
ZA,H,20-29,2022-11-28,0,0,0
ZA,H,30-39,2022-11-28,0,0,0
ZA,H,40-49,2022-11-28,0,0,0
ZA,H,50-59,2022-11-28,0,0,0
ZA,H,60-69,2022-11-28,1,0,0
ZA,H,70-79,2022-11-28,0,0,0
ZA,H,80+,2022-11-28,0,0,0
ZA,H,NC,2022-11-28,0,0,0
ZA,M,0-9,2022-11-28,0,0,0
ZA,M,10-19,2022-11-28,0,0,0
ZA,M,20-29,2022-11-28,0,0,0
ZA,M,30-39,2022-11-28,0,0,0
ZA,M,40-49,2022-11-28,0,0,0
ZA,M,50-59,2022-11-28,0,0,0
ZA,M,60-69,2022-11-28,0,0,0
ZA,M,70-79,2022-11-28,0,0,0
ZA,M,80+,2022-11-28,0,0,0
ZA,M,NC,2022-11-28,0,0,0
ZA,NC,0-9,2022-11-28,0,0,0
ZA,NC,10-19,2022-11-28,0,0,0
ZA,NC,20-29,2022-11-28,0,0,0
ZA,NC,30-39,2022-11-28,0,0,0
ZA,NC,40-49,2022-11-28,0,0,0
ZA,NC,50-59,2022-11-28,0,0,0
ZA,NC,60-69,2022-11-28,0,0,0
ZA,NC,70-79,2022-11-28,0,0,0
ZA,NC,80+,2022-11-28,0,0,0
ZA,NC,NC,2022-11-28,0,0,0
A,H,0-9,2022-11-29,0,0,0
A,H,10-19,2022-11-29,0,0,0
A,H,20-29,2022-11-29,0,0,0
A,H,30-39,2022-11-29,1,0,0
A,H,40-49,2022-11-29,0,0,0
A,H,50-59,2022-11-29,1,0,0
A,H,60-69,2022-11-29,2,0,0
A,H,70-79,2022-11-29,4,0,0
A,H,80+,2022-11-29,4,0,0
A,H,NC,2022-11-29,0,0,0
A,M,0-9,2022-11-29,0,0,0
A,M,10-19,2022-11-29,0,0,0
A,M,20-29,2022-11-29,0,0,0
A,M,30-39,2022-11-29,0,0,0
A,M,40-49,2022-11-29,1,0,0
A,M,50-59,2022-11-29,4,0,0
A,M,60-69,2022-11-29,1,0,0
A,M,70-79,2022-11-29,0,0,0
A,M,80+,2022-11-29,1,0,1
A,M,NC,2022-11-29,0,0,0
A,NC,0-9,2022-11-29,0,0,0
A,NC,10-19,2022-11-29,0,0,0
A,NC,20-29,2022-11-29,0,0,0
A,NC,30-39,2022-11-29,0,0,0
A,NC,40-49,2022-11-29,0,0,0
A,NC,50-59,2022-11-29,0,0,0
A,NC,60-69,2022-11-29,0,0,0
A,NC,70-79,2022-11-29,0,0,0
A,NC,80+,2022-11-29,0,0,0
A,NC,NC,2022-11-29,0,0,0
AB,H,0-9,2022-11-29,0,0,0
AB,H,10-19,2022-11-29,0,0,0
AB,H,20-29,2022-11-29,0,0,0
AB,H,30-39,2022-11-29,0,0,0
AB,H,40-49,2022-11-29,0,0,0
AB,H,50-59,2022-11-29,0,0,0
AB,H,60-69,2022-11-29,0,0,0
AB,H,70-79,2022-11-29,1,0,0
AB,H,80+,2022-11-29,1,0,0
AB,H,NC,2022-11-29,0,0,0
AB,M,0-9,2022-11-29,0,0,0
AB,M,10-19,2022-11-29,0,0,0
AB,M,20-29,2022-11-29,0,0,0
AB,M,30-39,2022-11-29,0,0,0
AB,M,40-49,2022-11-29,0,0,0
AB,M,50-59,2022-11-29,0,0,0
AB,M,60-69,2022-11-29,0,0,0
AB,M,70-79,2022-11-29,1,0,0
AB,M,80+,2022-11-29,2,0,0
AB,M,NC,2022-11-29,0,0,0
AB,NC,0-9,2022-11-29,0,0,0
AB,NC,10-19,2022-11-29,0,0,0
AB,NC,20-29,2022-11-29,0,0,0
AB,NC,30-39,2022-11-29,0,0,0
AB,NC,40-49,2022-11-29,0,0,0
AB,NC,50-59,2022-11-29,0,0,0
AB,NC,60-69,2022-11-29,0,0,0
AB,NC,70-79,2022-11-29,0,0,0
AB,NC,80+,2022-11-29,0,0,0
AB,NC,NC,2022-11-29,0,0,0
AL,H,0-9,2022-11-29,0,0,0
AL,H,10-19,2022-11-29,0,0,0
AL,H,20-29,2022-11-29,0,0,0
AL,H,30-39,2022-11-29,0,0,0
AL,H,40-49,2022-11-29,0,0,0
AL,H,50-59,2022-11-29,0,0,0
AL,H,60-69,2022-11-29,1,0,0
AL,H,70-79,2022-11-29,0,0,0
AL,H,80+,2022-11-29,0,0,0
AL,H,NC,2022-11-29,0,0,0
AL,M,0-9,2022-11-29,0,0,0
AL,M,10-19,2022-11-29,0,0,0
AL,M,20-29,2022-11-29,0,0,0
AL,M,30-39,2022-11-29,0,0,0
AL,M,40-49,2022-11-29,0,0,0
AL,M,50-59,2022-11-29,0,0,0
AL,M,60-69,2022-11-29,0,0,0
AL,M,70-79,2022-11-29,0,0,0
AL,M,80+,2022-11-29,0,0,0
AL,M,NC,2022-11-29,0,0,0
AL,NC,0-9,2022-11-29,0,0,0
AL,NC,10-19,2022-11-29,0,0,0
AL,NC,20-29,2022-11-29,0,0,0
AL,NC,30-39,2022-11-29,0,0,0
AL,NC,40-49,2022-11-29,0,0,0
AL,NC,50-59,2022-11-29,0,0,0
AL,NC,60-69,2022-11-29,0,0,0
AL,NC,70-79,2022-11-29,0,0,0
AL,NC,80+,2022-11-29,0,0,0
AL,NC,NC,2022-11-29,0,0,0
AV,H,0-9,2022-11-29,0,0,0
AV,H,10-19,2022-11-29,0,0,0
AV,H,20-29,2022-11-29,0,0,0
AV,H,30-39,2022-11-29,0,0,0
AV,H,40-49,2022-11-29,0,0,0
AV,H,50-59,2022-11-29,0,0,0
AV,H,60-69,2022-11-29,1,0,0
AV,H,70-79,2022-11-29,0,0,0
AV,H,80+,2022-11-29,0,0,0
AV,H,NC,2022-11-29,0,0,0
AV,M,0-9,2022-11-29,0,0,0
AV,M,10-19,2022-11-29,0,0,0
AV,M,20-29,2022-11-29,0,0,0
AV,M,30-39,2022-11-29,0,0,0
AV,M,40-49,2022-11-29,0,0,0
AV,M,50-59,2022-11-29,0,0,0
AV,M,60-69,2022-11-29,0,0,0
AV,M,70-79,2022-11-29,0,0,0
AV,M,80+,2022-11-29,0,0,0
AV,M,NC,2022-11-29,0,0,0
AV,NC,0-9,2022-11-29,0,0,0
AV,NC,10-19,2022-11-29,0,0,0
AV,NC,20-29,2022-11-29,0,0,0
AV,NC,30-39,2022-11-29,0,0,0
AV,NC,40-49,2022-11-29,0,0,0
AV,NC,50-59,2022-11-29,0,0,0
AV,NC,60-69,2022-11-29,0,0,0
AV,NC,70-79,2022-11-29,0,0,0
AV,NC,80+,2022-11-29,0,0,0
AV,NC,NC,2022-11-29,0,0,0
B,H,0-9,2022-11-29,0,0,0
B,H,10-19,2022-11-29,0,0,0
B,H,20-29,2022-11-29,0,0,0
B,H,30-39,2022-11-29,0,0,0
B,H,40-49,2022-11-29,0,0,0
B,H,50-59,2022-11-29,1,0,0
B,H,60-69,2022-11-29,5,0,1
B,H,70-79,2022-11-29,6,2,1
B,H,80+,2022-11-29,7,0,0
B,H,NC,2022-11-29,0,0,0
B,M,0-9,2022-11-29,0,0,0
B,M,10-19,2022-11-29,0,0,0
B,M,20-29,2022-11-29,0,0,0
B,M,30-39,2022-11-29,0,0,0
B,M,40-49,2022-11-29,1,0,0
B,M,50-59,2022-11-29,0,0,0
B,M,60-69,2022-11-29,1,0,0
B,M,70-79,2022-11-29,4,0,0
B,M,80+,2022-11-29,6,0,1
B,M,NC,2022-11-29,0,0,0
B,NC,0-9,2022-11-29,0,0,0
B,NC,10-19,2022-11-29,0,0,0
B,NC,20-29,2022-11-29,0,0,0
B,NC,30-39,2022-11-29,0,0,0
B,NC,40-49,2022-11-29,0,0,0
B,NC,50-59,2022-11-29,0,0,0
B,NC,60-69,2022-11-29,0,0,0
B,NC,70-79,2022-11-29,0,0,0
B,NC,80+,2022-11-29,0,0,0
B,NC,NC,2022-11-29,0,0,0
BA,H,0-9,2022-11-29,0,0,0
BA,H,10-19,2022-11-29,0,0,0
BA,H,20-29,2022-11-29,0,0,0
BA,H,30-39,2022-11-29,0,0,0
BA,H,40-49,2022-11-29,0,0,0
BA,H,50-59,2022-11-29,0,0,0
BA,H,60-69,2022-11-29,0,0,0
BA,H,70-79,2022-11-29,0,0,0
BA,H,80+,2022-11-29,0,0,0
BA,H,NC,2022-11-29,0,0,0
BA,M,0-9,2022-11-29,0,0,0
BA,M,10-19,2022-11-29,0,0,0
BA,M,20-29,2022-11-29,0,0,0
BA,M,30-39,2022-11-29,0,0,0
BA,M,40-49,2022-11-29,0,0,0
BA,M,50-59,2022-11-29,0,0,0
BA,M,60-69,2022-11-29,0,0,0
BA,M,70-79,2022-11-29,0,0,0
BA,M,80+,2022-11-29,0,0,0
BA,M,NC,2022-11-29,0,0,0
BA,NC,0-9,2022-11-29,0,0,0
BA,NC,10-19,2022-11-29,0,0,0
BA,NC,20-29,2022-11-29,0,0,0
BA,NC,30-39,2022-11-29,0,0,0
BA,NC,40-49,2022-11-29,0,0,0
BA,NC,50-59,2022-11-29,0,0,0
BA,NC,60-69,2022-11-29,0,0,0
BA,NC,70-79,2022-11-29,0,0,0
BA,NC,80+,2022-11-29,0,0,0
BA,NC,NC,2022-11-29,0,0,0
BI,H,0-9,2022-11-29,0,0,0
BI,H,10-19,2022-11-29,0,0,0
BI,H,20-29,2022-11-29,0,0,0
BI,H,30-39,2022-11-29,0,0,0
BI,H,40-49,2022-11-29,0,0,0
BI,H,50-59,2022-11-29,1,0,0
BI,H,60-69,2022-11-29,0,0,0
BI,H,70-79,2022-11-29,0,0,2
BI,H,80+,2022-11-29,2,0,0
BI,H,NC,2022-11-29,0,0,0
BI,M,0-9,2022-11-29,0,0,0
BI,M,10-19,2022-11-29,0,0,0
BI,M,20-29,2022-11-29,0,0,0
BI,M,30-39,2022-11-29,0,0,0
BI,M,40-49,2022-11-29,0,0,0
BI,M,50-59,2022-11-29,0,0,0
BI,M,60-69,2022-11-29,0,0,0
BI,M,70-79,2022-11-29,0,0,0
BI,M,80+,2022-11-29,3,0,1
BI,M,NC,2022-11-29,0,0,0
BI,NC,0-9,2022-11-29,0,0,0
BI,NC,10-19,2022-11-29,0,0,0
BI,NC,20-29,2022-11-29,0,0,0
BI,NC,30-39,2022-11-29,0,0,0
BI,NC,40-49,2022-11-29,0,0,0
BI,NC,50-59,2022-11-29,0,0,0
BI,NC,60-69,2022-11-29,0,0,0
BI,NC,70-79,2022-11-29,0,0,0
BI,NC,80+,2022-11-29,0,0,0
BI,NC,NC,2022-11-29,0,0,0
BU,H,0-9,2022-11-29,0,0,0
BU,H,10-19,2022-11-29,0,0,0
BU,H,20-29,2022-11-29,0,0,0
BU,H,30-39,2022-11-29,0,0,0
BU,H,40-49,2022-11-29,0,0,0
BU,H,50-59,2022-11-29,1,0,0
BU,H,60-69,2022-11-29,1,0,0
BU,H,70-79,2022-11-29,4,0,0
BU,H,80+,2022-11-29,1,0,0
BU,H,NC,2022-11-29,0,0,0
BU,M,0-9,2022-11-29,0,0,0
BU,M,10-19,2022-11-29,0,0,0
BU,M,20-29,2022-11-29,0,0,0
BU,M,30-39,2022-11-29,0,0,0
BU,M,40-49,2022-11-29,0,0,0
BU,M,50-59,2022-11-29,1,0,0
BU,M,60-69,2022-11-29,0,0,0
BU,M,70-79,2022-11-29,0,0,0
BU,M,80+,2022-11-29,0,0,1
BU,M,NC,2022-11-29,0,0,0
BU,NC,0-9,2022-11-29,0,0,0
BU,NC,10-19,2022-11-29,0,0,0
BU,NC,20-29,2022-11-29,0,0,0
BU,NC,30-39,2022-11-29,0,0,0
BU,NC,40-49,2022-11-29,0,0,0
BU,NC,50-59,2022-11-29,0,0,0
BU,NC,60-69,2022-11-29,0,0,0
BU,NC,70-79,2022-11-29,0,0,0
BU,NC,80+,2022-11-29,0,0,0
BU,NC,NC,2022-11-29,0,0,0
C,H,0-9,2022-11-29,0,0,0
C,H,10-19,2022-11-29,0,0,0
C,H,20-29,2022-11-29,0,0,0
C,H,30-39,2022-11-29,0,0,0
